target,split,model,fold,n_train,n_test,r2,mae,time_s
hardness_shore_A,patent,pls,3,838,209,0.29053857189781673,6.784077401357684,0.19
hardness_shore_A,patent,pls,4,838,209,-1.1271499122652981,9.954427663764092,0.23
hardness_shore_A,patent,rf,0,837,210,-2.0866940709154145,15.603537003969567,0.62
hardness_shore_A,patent,rf,1,837,210,0.3568473308542254,3.957795964136108,1.21
hardness_shore_A,patent,rf,2,838,209,0.1629833392242951,4.511896363968583,1.9
hardness_shore_A,patent,rf,3,838,209,0.16938391651523887,6.1172712859695375,2.53
hardness_shore_A,patent,rf,4,838,209,0.19695701208311012,6.159893579292863,3.17
hardness_shore_A,patent,hgb,0,837,210,-2.0813814180274104,15.695211324058263,1.22
hardness_shore_A,patent,hgb,1,837,210,0.06920326546836864,4.988340814368627,2.46
hardness_shore_A,patent,hgb,2,838,209,0.15247766838570076,4.718283813551428,3.58
hardness_shore_A,patent,hgb,3,838,209,0.10345298154483884,5.98439491711177,4.51
hardness_shore_A,patent,hgb,4,838,209,0.07702619854384574,5.936369911787132,5.39
tan_delta_0C,random,dummy,0,410,103,-0.0018454943732997275,0.15307269689793984,0.03
tan_delta_0C,random,dummy,1,410,103,-0.0001819330347636594,0.15019868932038835,0.06
tan_delta_0C,random,dummy,2,410,103,-0.005461813549090699,0.13692962278001422,0.09
tan_delta_0C,random,dummy,3,411,102,-0.0037870865505182927,0.12887744597108916,0.11
tan_delta_0C,random,dummy,4,411,102,-0.019579781163116428,0.15870620056295023,0.14
tan_delta_0C,random,ridge,0,410,103,0.7267430685878766,0.07693674310338411,0.03
tan_delta_0C,random,ridge,1,410,103,0.7234285404262265,0.057583014902944825,0.06
tan_delta_0C,random,ridge,2,410,103,0.6671589201000647,0.06260631668001612,0.09
tan_delta_0C,random,ridge,3,411,102,0.8071525642374474,0.05345436605925234,0.12
tan_delta_0C,random,ridge,4,411,102,0.7526620947355865,0.07150364153604812,0.15
tan_delta_0C,random,pls,0,410,103,0.7700918844929051,0.06494453965855759,0.04
tan_delta_0C,random,pls,1,410,103,0.725772044873123,0.05752769492664598,0.07
tan_delta_0C,random,pls,2,410,103,0.6899038476288939,0.06520955974531197,0.1
tan_delta_0C,random,pls,3,411,102,0.8148168163428635,0.05091859336923471,0.13
tan_delta_0C,random,pls,4,411,102,0.7475377868212714,0.06615951178582274,0.17
tan_delta_0C,random,rf,0,410,103,0.8651528064782381,0.04713155462062916,0.33
